date,phc_id,drug_id,qty_dispensed,patients_served_estimate
2024-09-01,PHC_004,TETANUS_TOXOID,2.0,18
2024-09-01,PHC_004,ORAL_ANTIBIOTIC_PEDIATRIC,4.0,18
2024-09-01,PHC_005,ORS_SACHET,9.0,4
2024-09-01,PHC_005,PARACETAMOL_500MG,10.0,4
2024-09-01,PHC_005,AMOXICILLIN_500MG,8.0,4
2024-09-01,PHC_005,ANTIMALARIAL_ACT,0.0,4
2024-09-01,PHC_005,ANTIVENOM_VIAL,0.0,4
2024-09-01,PHC_005,INSULIN_VIAL,0.0,4
2024-09-01,PHC_005,ORAL_REHYDRATION_IV,2.0,4
2024-09-01,PHC_005,MEASLES_VACCINE,0.0,4
2024-09-01,PHC_005,ANTIHISTAMINE,5.0,4
2024-09-01,PHC_005,IBUPROFEN_400MG,15.0,4
2024-09-01,PHC_005,COUGH_SYRUP,2.0,4
2024-09-01,PHC_005,ANTIDIARRHEAL,3.0,4
2024-09-01,PHC_005,DENGUE_TEST_KIT,0.0,4
2024-09-01,PHC_005,TETANUS_TOXOID,0.0,4
2024-09-01,PHC_005,ORAL_ANTIBIOTIC_PEDIATRIC,1.0,4
2024-09-01,PHC_006,ORS_SACHET,5.0,3
2024-09-01,PHC_006,PARACETAMOL_500MG,10.0,3
2024-09-01,PHC_006,AMOXICILLIN_500MG,3.0,3
2024-09-01,PHC_006,ANTIMALARIAL_ACT,2.0,3
2024-09-01,PHC_006,ANTIVENOM_VIAL,0.0,3
2024-09-01,PHC_006,INSULIN_VIAL,1.0,3
2024-09-01,PHC_006,ORAL_REHYDRATION_IV,3.0,3
2024-09-01,PHC_006,MEASLES_VACCINE,2.0,3
2024-09-01,PHC_006,ANTIHISTAMINE,2.0,3
2024-09-01,PHC_006,IBUPROFEN_400MG,10.0,3
2024-09-01,PHC_006,COUGH_SYRUP,3.0,3
2024-09-01,PHC_006,ANTIDIARRHEAL,3.0,3
2024-09-01,PHC_006,DENGUE_TEST_KIT,1.0,3
2024-09-01,PHC_006,TETANUS_TOXOID,1.0,3
2024-09-01,PHC_006,ORAL_ANTIBIOTIC_PEDIATRIC,1.0,3
2024-09-01,PHC_007,ORS_SACHET,13.0,4
2024-09-01,PHC_007,PARACETAMOL_500MG,17.0,4
2024-09-01,PHC_007,AMOXICILLIN_500MG,3.0,4
2024-09-01,PHC_007,ANTIMALARIAL_ACT,0.0,4
2024-09-01,PHC_007,ANTIVENOM_VIAL,0.0,4
2024-09-01,PHC_007,INSULIN_VIAL,1.0,4
2024-09-01,PHC_007,ORAL_REHYDRATION_IV,0.0,4
2024-09-01,PHC_007,MEASLES_VACCINE,1.0,4
2024-09-01,PHC_007,ANTIHISTAMINE,4.0,4
2024-09-01,PHC_007,IBUPROFEN_400MG,10.0,4
2024-09-01,PHC_007,COUGH_SYRUP,3.0,4
2024-09-01,PHC_007,ANTIDIARRHEAL,7.0,4
2024-09-01,PHC_007,DENGUE_TEST_KIT,,4
2024-09-01,PHC_007,TETANUS_TOXOID,1.0,4
2024-09-01,PHC_007,ORAL_ANTIBIOTIC_PEDIATRIC,4.0,4
2024-09-01,PHC_008,ORS_SACHET,2.0,6
2024-09-01,PHC_008,PARACETAMOL_500MG,7.0,6
2024-09-01,PHC_008,AMOXICILLIN_500MG,4.0,6
2024-09-01,PHC_008,ANTIMALARIAL_ACT,2.0,6
2024-09-01,PHC_008,ANTIVENOM_VIAL,0.0,6
2024-09-01,PHC_008,INSULIN_VIAL,1.0,6
2024-09-01,PHC_008,ORAL_REHYDRATION_IV,5.0,6
2024-09-01,PHC_008,MEASLES_VACCINE,8.0,6
2024-09-01,PHC_008,ANTIHISTAMINE,5.0,6
2024-09-01,PHC_008,IBUPROFEN_400MG,8.0,6
2024-09-01,PHC_008,COUGH_SYRUP,5.0,6
2024-09-01,PHC_008,ANTIDIARRHEAL,3.0,6
2024-09-01,PHC_008,DENGUE_TEST_KIT,1.0,6
2024-09-01,PHC_008,TETANUS_TOXOID,0.0,6
2024-09-01,PHC_008,ORAL_ANTIBIOTIC_PEDIATRIC,2.0,6
2024-09-01,PHC_009,ORS_SACHET,5.0,6
2024-09-01,PHC_009,PARACETAMOL_500MG,7.0,6
2024-09-01,PHC_009,AMOXICILLIN_500MG,4.0,6
2024-09-01,PHC_009,ANTIMALARIAL_ACT,0.0,6
2024-09-01,PHC_009,ANTIVENOM_VIAL,0.0,6
2024-09-01,PHC_009,INSULIN_VIAL,0.0,6
2024-09-01,PHC_009,ORAL_REHYDRATION_IV,4.0,6
2024-09-01,PHC_009,MEASLES_VACCINE,3.0,6
2024-09-01,PHC_009,ANTIHISTAMINE,3.0,6
2024-09-01,PHC_009,IBUPROFEN_400MG,3.0,6
2024-09-01,PHC_009,COUGH_SYRUP,4.0,6
2024-09-01,PHC_009,ANTIDIARRHEAL,6.0,6
2024-09-01,PHC_009,DENGUE_TEST_KIT,1.0,6
2024-09-01,PHC_009,TETANUS_TOXOID,1.0,6
2024-09-01,PHC_009,ORAL_ANTIBIOTIC_PEDIATRIC,3.0,6
2024-09-01,PHC_010,ORS_SACHET,6.0,4
2024-09-01,PHC_010,PARACETAMOL_500MG,17.0,4
2024-09-01,PHC_010,AMOXICILLIN_500MG,7.0,4
2024-09-01,PHC_010,ANTIMALARIAL_ACT,5.0,4
2024-09-01,PHC_010,ANTIVENOM_VIAL,0.0,4
2024-09-01,PHC_010,INSULIN_VIAL,0.0,4
2024-09-01,PHC_010,ORAL_REHYDRATION_IV,3.0,4
2024-09-01,PHC_010,MEASLES_VACCINE,0.0,4
2024-09-01,PHC_010,ANTIHISTAMINE,0.0,4
2024-09-01,PHC_010,IBUPROFEN_400MG,7.0,4
2024-09-01,PHC_010,COUGH_SYRUP,1.0,4
2024-09-01,PHC_010,ANTIDIARRHEAL,4.0,4
2024-09-01,PHC_010,DENGUE_TEST_KIT,3.0,4
2024-09-01,PHC_010,TETANUS_TOXOID,1.0,4
2024-09-01,PHC_010,ORAL_ANTIBIOTIC_PEDIATRIC,2.0,4
2024-09-01,PHC_011,ORS_SACHET,4.0,7
2024-09-01,PHC_011,PARACETAMOL_500MG,7.0,7
2024-09-01,PHC_011,AMOXICILLIN_500MG,4.0,7
2024-09-01,PHC_011,ANTIMALARIAL_ACT,0.0,7
2024-09-01,PHC_011,ANTIVENOM_VIAL,0.0,7
2024-09-01,PHC_011,INSULIN_VIAL,2.0,7
2024-09-01,PHC_011,ORAL_REHYDRATION_IV,1.0,7
2024-09-01,PHC_011,MEASLES_VACCINE,1.0,7
2024-09-01,PHC_011,ANTIHISTAMINE,6.0,7
2024-09-01,PHC_011,IBUPROFEN_400MG,5.0,7
2024-09-01,PHC_011,COUGH_SYRUP,1.0,7
2024-09-01,PHC_011,ANTIDIARRHEAL,5.0,7
2024-09-01,PHC_011,DENGUE_TEST_KIT,0.0,7
2024-09-01,PHC_011,TETANUS_TOXOID,0.0,7
2024-09-01,PHC_011,ORAL_ANTIBIOTIC_PEDIATRIC,2.0,7
2024-09-01,PHC_012,ORS_SACHET,6.0,6
2024-09-01,PHC_012,PARACETAMOL_500MG,5.0,6
2024-09-01,PHC_012,AMOXICILLIN_500MG,5.0,6
2024-09-01,PHC_012,ANTIMALARIAL_ACT,3.0,6
2024-09-01,PHC_012,ANTIVENOM_VIAL,0.0,6
2024-09-01,PHC_012,INSULIN_VIAL,0.0,6
2024-09-01,PHC_012,ORAL_REHYDRATION_IV,0.0,6
2024-09-01,PHC_012,MEASLES_VACCINE,3.0,6
2024-09-01,PHC_012,ANTIHISTAMINE,5.0,6
2024-09-01,PHC_012,IBUPROFEN_400MG,9.0,6
2024-09-01,PHC_012,COUGH_SYRUP,3.0,6
2024-09-01,PHC_012,ANTIDIARRHEAL,2.0,6
2024-09-01,PHC_012,DENGUE_TEST_KIT,0.0,6
2024-09-01,PHC_012,TETANUS_TOXOID,1.0,6
2024-09-01,PHC_012,ORAL_ANTIBIOTIC_PEDIATRIC,1.0,6
2024-09-01,PHC_013,ORS_SACHET,8.0,5
2024-09-01,PHC_013,PARACETAMOL_500MG,12.0,5
2024-09-01,PHC_013,AMOXICILLIN_500MG,5.0,5
2024-09-01,PHC_013,ANTIMALARIAL_ACT,1.0,5
2024-09-01,PHC_013,ANTIVENOM_VIAL,0.0,5
2024-09-01,PHC_013,INSULIN_VIAL,1.0,5
2024-09-01,PHC_013,ORAL_REHYDRATION_IV,1.0,5
2024-09-01,PHC_013,MEASLES_VACCINE,0.0,5
2024-09-01,PHC_013,ANTIHISTAMINE,2.0,5
2024-09-01,PHC_013,IBUPROFEN_400MG,3.0,5
2024-09-01,PHC_013,COUGH_SYRUP,3.0,5
2024-09-01,PHC_013,ANTIDIARRHEAL,4.0,5
2024-09-01,PHC_013,DENGUE_TEST_KIT,2.0,5
2024-09-01,PHC_013,TETANUS_TOXOID,2.0,5
2024-09-01,PHC_013,ORAL_ANTIBIOTIC_PEDIATRIC,1.0,5
2024-09-01,PHC_014,ORS_SACHET,3.0,4
2024-09-01,PHC_014,PARACETAMOL_500MG,11.0,4
2024-09-01,PHC_014,AMOXICILLIN_500MG,5.0,4
2024-09-01,PHC_014,ANTIMALARIAL_ACT,1.0,4
2024-09-01,PHC_014,ANTIVENOM_VIAL,0.0,4
2024-09-01,PHC_014,INSULIN_VIAL,1.0,4
2024-09-01,PHC_014,ORAL_REHYDRATION_IV,2.0,4
2024-09-01,PHC_014,MEASLES_VACCINE,0.0,4
2024-09-01,PHC_014,ANTIHISTAMINE,4.0,4
2024-09-01,PHC_014,IBUPROFEN_400MG,10.0,4
2024-09-01,PHC_014,COUGH_SYRUP,1.0,4
2024-09-01,PHC_014,ANTIDIARRHEAL,4.0,4
2024-09-01,PHC_014,DENGUE_TEST_KIT,1.0,4
2024-09-01,PHC_014,TETANUS_TOXOID,4.0,4
2024-09-01,PHC_014,ORAL_ANTIBIOTIC_PEDIATRIC,3.0,4
2024-09-01,PHC_015,ORS_SACHET,3.0,6
2024-09-01,PHC_015,PARACETAMOL_500MG,7.0,6
2024-09-01,PHC_015,AMOXICILLIN_500MG,4.0,6
2024-09-01,PHC_015,ANTIMALARIAL_ACT,1.0,6
2024-09-01,PHC_015,ANTIVENOM_VIAL,0.0,6
2024-09-01,PHC_015,INSULIN_VIAL,0.0,6
2024-09-01,PHC_015,ORAL_REHYDRATION_IV,1.0,6
2024-09-01,PHC_015,MEASLES_VACCINE,0.0,6
2024-09-01,PHC_015,ANTIHISTAMINE,1.0,6
2024-09-01,PHC_015,IBUPROFEN_400MG,2.0,6
2024-09-01,PHC_015,COUGH_SYRUP,2.0,6
2024-09-01,PHC_015,ANTIDIARRHEAL,2.0,6
2024-09-01,PHC_015,DENGUE_TEST_KIT,0.0,6
2024-09-01,PHC_015,TETANUS_TOXOID,5.0,6
2024-09-01,PHC_015,ORAL_ANTIBIOTIC_PEDIATRIC,1.0,6
2024-09-01,PHC_016,ORS_SACHET,4.0,6
2024-09-01,PHC_016,PARACETAMOL_500MG,13.0,6
2024-09-01,PHC_016,AMOXICILLIN_500MG,3.0,6
2024-09-01,PHC_016,ANTIMALARIAL_ACT,2.0,6
2024-09-01,PHC_016,ANTIVENOM_VIAL,0.0,6
2024-09-01,PHC_016,INSULIN_VIAL,1.0,6
2024-09-01,PHC_016,ORAL_REHYDRATION_IV,5.0,6
2024-09-01,PHC_016,MEASLES_VACCINE,1.0,6
2024-09-01,PHC_016,ANTIHISTAMINE,2.0,6
2024-09-01,PHC_016,IBUPROFEN_400MG,12.0,6
2024-09-01,PHC_016,COUGH_SYRUP,0.0,6
2024-09-01,PHC_016,ANTIDIARRHEAL,5.0,6
2024-09-01,PHC_016,DENGUE_TEST_KIT,2.0,6
2024-09-01,PHC_016,TETANUS_TOXOID,1.0,6
2024-09-01,PHC_016,ORAL_ANTIBIOTIC_PEDIATRIC,1.0,6
2024-09-01,PHC_017,ORS_SACHET,2.0,0
2024-09-01,PHC_017,PARACETAMOL_500MG,6.0,0
2024-09-01,PHC_017,AMOXICILLIN_500MG,4.0,0
2024-09-01,PHC_017,ANTIMALARIAL_ACT,2.0,0
2024-09-01,PHC_017,ANTIVENOM_VIAL,0.0,0
2024-09-01,PHC_017,INSULIN_VIAL,1.0,0
2024-09-01,PHC_017,ORAL_REHYDRATION_IV,2.0,0
2024-09-01,PHC_017,MEASLES_VACCINE,0.0,0
2024-09-01,PHC_017,ANTIHISTAMINE,0.0,0
2024-09-01,PHC_017,IBUPROFEN_400MG,3.0,0
2024-09-01,PHC_017,COUGH_SYRUP,1.0,0
2024-09-01,PHC_017,ANTIDIARRHEAL,1.0,0
2024-09-01,PHC_017,DENGUE_TEST_KIT,1.0,0
2024-09-01,PHC_017,TETANUS_TOXOID,0.0,0
2024-09-01,PHC_017,ORAL_ANTIBIOTIC_PEDIATRIC,1.0,0
2024-09-01,PHC_018,ORS_SACHET,5.0,5
2024-09-01,PHC_018,PARACETAMOL_500MG,8.0,5
2024-09-01,PHC_018,AMOXICILLIN_500MG,7.0,5
2024-09-01,PHC_018,ANTIMALARIAL_ACT,0.0,5
2024-09-01,PHC_018,ANTIVENOM_VIAL,0.0,5
2024-09-01,PHC_018,INSULIN_VIAL,0.0,5
2024-09-01,PHC_018,ORAL_REHYDRATION_IV,5.0,5
2024-09-01,PHC_018,MEASLES_VACCINE,1.0,5
2024-09-01,PHC_018,ANTIHISTAMINE,0.0,5
2024-09-01,PHC_018,IBUPROFEN_400MG,4.0,5
2024-09-01,PHC_018,COUGH_SYRUP,2.0,5
2024-09-01,PHC_018,ANTIDIARRHEAL,6.0,5
2024-09-01,PHC_018,DENGUE_TEST_KIT,2.0,5
2024-09-01,PHC_018,TETANUS_TOXOID,0.0,5
2024-09-01,PHC_018,ORAL_ANTIBIOTIC_PEDIATRIC,5.0,5
2024-09-01,PHC_019,ORS_SACHET,9.0,10
2024-09-01,PHC_019,PARACETAMOL_500MG,15.0,10
2024-09-01,PHC_019,AMOXICILLIN_500MG,4.0,10
2024-09-01,PHC_019,ANTIMALARIAL_ACT,1.0,10
2024-09-01,PHC_019,ANTIVENOM_VIAL,0.0,10
2024-09-01,PHC_019,INSULIN_VIAL,1.0,10
2024-09-01,PHC_019,ORAL_REHYDRATION_IV,2.0,10
2024-09-01,PHC_019,MEASLES_VACCINE,0.0,10
2024-09-01,PHC_019,ANTIHISTAMINE,5.0,10
2024-09-01,PHC_019,IBUPROFEN_400MG,6.0,10
2024-09-01,PHC_019,COUGH_SYRUP,3.0,10
2024-09-01,PHC_019,ANTIDIARRHEAL,2.0,10
2024-09-01,PHC_019,DENGUE_TEST_KIT,1.0,10
2024-09-01,PHC_019,TETANUS_TOXOID,0.0,10
2024-09-01,PHC_019,ORAL_ANTIBIOTIC_PEDIATRIC,3.0,10
2024-09-01,PHC_020,ORS_SACHET,3.0,7
2024-09-01,PHC_020,PARACETAMOL_500MG,11.0,7
2024-09-01,PHC_020,AMOXICILLIN_500MG,7.0,7
2024-09-01,PHC_020,ANTIMALARIAL_ACT,3.0,7
2024-09-01,PHC_020,ANTIVENOM_VIAL,0.0,7
2024-09-01,PHC_020,INSULIN_VIAL,1.0,7
2024-09-01,PHC_020,ORAL_REHYDRATION_IV,3.0,7
2024-09-01,PHC_020,MEASLES_VACCINE,1.0,7
2024-09-01,PHC_020,ANTIHISTAMINE,2.0,7
2024-09-01,PHC_020,IBUPROFEN_400MG,4.0,7
2024-09-01,PHC_020,COUGH_SYRUP,2.0,7
2024-09-01,PHC_020,ANTIDIARRHEAL,7.0,7
2024-09-01,PHC_020,DENGUE_TEST_KIT,1.0,7
2024-09-01,PHC_020,TETANUS_TOXOID,0.0,7
2024-09-01,PHC_020,ORAL_ANTIBIOTIC_PEDIATRIC,3.0,7
2024-09-01,PHC_021,ORS_SACHET,6.0,6
2024-09-01,PHC_021,PARACETAMOL_500MG,10.0,6
2024-09-01,PHC_021,AMOXICILLIN_500MG,3.0,6
2024-09-01,PHC_021,ANTIMALARIAL_ACT,0.0,6
2024-09-01,PHC_021,ANTIVENOM_VIAL,1.0,6
2024-09-01,PHC_021,INSULIN_VIAL,2.0,6
2024-09-01,PHC_021,ORAL_REHYDRATION_IV,2.0,6
2024-09-01,PHC_021,MEASLES_VACCINE,0.0,6
2024-09-01,PHC_021,ANTIHISTAMINE,1.0,6
2024-09-01,PHC_021,IBUPROFEN_400MG,8.0,6
2024-09-01,PHC_021,COUGH_SYRUP,2.0,6
2024-09-01,PHC_021,ANTIDIARRHEAL,3.0,6
2024-09-01,PHC_021,DENGUE_TEST_KIT,1.0,6
2024-09-01,PHC_021,TETANUS_TOXOID,0.0,6
2024-09-01,PHC_021,ORAL_ANTIBIOTIC_PEDIATRIC,2.0,6
2024-09-01,PHC_022,ORS_SACHET,5.0,9
2024-09-01,PHC_022,PARACETAMOL_500MG,16.0,9
2024-09-01,PHC_022,AMOXICILLIN_500MG,2.0,9
2024-09-01,PHC_022,ANTIMALARIAL_ACT,3.0,9
2024-09-01,PHC_022,ANTIVENOM_VIAL,0.0,9
2024-09-01,PHC_022,INSULIN_VIAL,2.0,9
2024-09-01,PHC_022,ORAL_REHYDRATION_IV,4.0,9
2024-09-01,PHC_022,MEASLES_VACCINE,2.0,9
2024-09-01,PHC_022,ANTIHISTAMINE,2.0,9
2024-09-01,PHC_022,IBUPROFEN_400MG,8.0,9
2024-09-01,PHC_022,COUGH_SYRUP,3.0,9
2024-09-01,PHC_022,ANTIDIARRHEAL,4.0,9
2024-09-01,PHC_022,DENGUE_TEST_KIT,0.0,9
2024-09-01,PHC_022,TETANUS_TOXOID,5.0,9
2024-09-01,PHC_022,ORAL_ANTIBIOTIC_PEDIATRIC,2.0,9
2024-09-01,PHC_023,ORS_SACHET,7.0,1
2024-09-01,PHC_023,PARACETAMOL_500MG,11.0,1
2024-09-01,PHC_023,AMOXICILLIN_500MG,4.0,1
2024-09-01,PHC_023,ANTIMALARIAL_ACT,1.0,1
2024-09-01,PHC_023,ANTIVENOM_VIAL,0.0,1
2024-09-01,PHC_023,INSULIN_VIAL,0.0,1
2024-09-01,PHC_023,ORAL_REHYDRATION_IV,2.0,1
2024-09-01,PHC_023,MEASLES_VACCINE,3.0,1
2024-09-01,PHC_023,ANTIHISTAMINE,3.0,1
2024-09-01,PHC_023,IBUPROFEN_400MG,5.0,1
2024-09-01,PHC_023,COUGH_SYRUP,4.0,1
2024-09-01,PHC_023,ANTIDIARRHEAL,3.0,1
2024-09-01,PHC_023,DENGUE_TEST_KIT,1.0,1
2024-09-01,PHC_023,TETANUS_TOXOID,1.0,1
2024-09-01,PHC_023,ORAL_ANTIBIOTIC_PEDIATRIC,2.0,1
2024-09-01,PHC_024,ORS_SACHET,4.0,6
2024-09-01,PHC_024,PARACETAMOL_500MG,13.0,6
2024-09-01,PHC_024,AMOXICILLIN_500MG,1.0,6
2024-09-01,PHC_024,ANTIMALARIAL_ACT,0.0,6
2024-09-01,PHC_024,ANTIVENOM_VIAL,0.0,6
2024-09-01,PHC_024,INSULIN_VIAL,1.0,6
2024-09-01,PHC_024,ORAL_REHYDRATION_IV,1.0,6
2024-09-01,PHC_024,MEASLES_VACCINE,1.0,6
2024-09-01,PHC_024,ANTIHISTAMINE,2.0,6
2024-09-01,PHC_024,IBUPROFEN_400MG,9.0,6
2024-09-01,PHC_024,COUGH_SYRUP,2.0,6
2024-09-01,PHC_024,ANTIDIARRHEAL,1.0,6
2024-09-01,PHC_024,DENGUE_TEST_KIT,0.0,6
2024-09-01,PHC_024,TETANUS_TOXOID,11.0,6
2024-09-01,PHC_024,ORAL_ANTIBIOTIC_PEDIATRIC,0.0,6
2024-09-01,PHC_025,ORS_SACHET,7.0,1
2024-09-01,PHC_025,PARACETAMOL_500MG,11.0,1
2024-09-01,PHC_025,AMOXICILLIN_500MG,3.0,1
2024-09-01,PHC_025,ANTIMALARIAL_ACT,1.0,1
2024-09-01,PHC_025,ANTIVENOM_VIAL,0.0,1
2024-09-01,PHC_025,INSULIN_VIAL,1.0,1
2024-09-01,PHC_025,ORAL_REHYDRATION_IV,0.0,1
2024-09-01,PHC_025,MEASLES_VACCINE,0.0,1
2024-09-01,PHC_025,ANTIHISTAMINE,0.0,1
2024-09-01,PHC_025,IBUPROFEN_400MG,4.0,1
2024-09-01,PHC_025,COUGH_SYRUP,3.0,1
2024-09-01,PHC_025,ANTIDIARRHEAL,2.0,1
2024-09-01,PHC_025,DENGUE_TEST_KIT,2.0,1
2024-09-01,PHC_025,TETANUS_TOXOID,0.0,1
2024-09-01,PHC_025,ORAL_ANTIBIOTIC_PEDIATRIC,0.0,1
2024-09-01,PHC_026,ORS_SACHET,12.0,14
2024-09-01,PHC_026,PARACETAMOL_500MG,23.0,14
2024-09-01,PHC_026,AMOXICILLIN_500MG,7.0,14
2024-09-01,PHC_026,ANTIMALARIAL_ACT,4.0,14
2024-09-01,PHC_026,ANTIVENOM_VIAL,0.0,14
2024-09-01,PHC_026,INSULIN_VIAL,4.0,14
2024-09-01,PHC_026,ORAL_REHYDRATION_IV,7.0,14
2024-09-01,PHC_026,MEASLES_VACCINE,1.0,14
2024-09-01,PHC_026,ANTIHISTAMINE,3.0,14
2024-09-01,PHC_026,IBUPROFEN_400MG,10.0,14
2024-09-01,PHC_026,COUGH_SYRUP,3.0,14
2024-09-01,PHC_026,ANTIDIARRHEAL,5.0,14
2024-09-01,PHC_026,DENGUE_TEST_KIT,0.0,14
2024-09-01,PHC_026,TETANUS_TOXOID,7.0,14
2024-09-01,PHC_026,ORAL_ANTIBIOTIC_PEDIATRIC,4.0,14
2024-09-01,PHC_027,ORS_SACHET,0.0,1
2024-09-01,PHC_027,PARACETAMOL_500MG,7.0,1
2024-09-01,PHC_027,AMOXICILLIN_500MG,3.0,1
2024-09-01,PHC_027,ANTIMALARIAL_ACT,3.0,1
2024-09-01,PHC_027,ANTIVENOM_VIAL,0.0,1
2024-09-01,PHC_027,INSULIN_VIAL,1.0,1
2024-09-01,PHC_027,ORAL_REHYDRATION_IV,3.0,1
2024-09-01,PHC_027,MEASLES_VACCINE,1.0,1
2024-09-01,PHC_027,ANTIHISTAMINE,2.0,1
2024-09-01,PHC_027,IBUPROFEN_400MG,6.0,1
2024-09-01,PHC_027,COUGH_SYRUP,2.0,1
2024-09-01,PHC_027,ANTIDIARRHEAL,4.0,1
2024-09-01,PHC_027,DENGUE_TEST_KIT,1.0,1
2024-09-01,PHC_027,TETANUS_TOXOID,1.0,1
2024-09-01,PHC_027,ORAL_ANTIBIOTIC_PEDIATRIC,0.0,1
2024-09-01,PHC_028,ORS_SACHET,8.0,2
2024-09-01,PHC_028,PARACETAMOL_500MG,7.0,2
2024-09-01,PHC_028,AMOXICILLIN_500MG,1.0,2
2024-09-01,PHC_028,ANTIMALARIAL_ACT,0.0,2
2024-09-01,PHC_028,ANTIVENOM_VIAL,0.0,2
2024-09-01,PHC_028,INSULIN_VIAL,0.0,2
2024-09-01,PHC_028,ORAL_REHYDRATION_IV,2.0,2
2024-09-01,PHC_028,MEASLES_VACCINE,3.0,2
2024-09-01,PHC_028,ANTIHISTAMINE,4.0,2
2024-09-01,PHC_028,IBUPROFEN_400MG,9.0,2
2024-09-01,PHC_028,COUGH_SYRUP,1.0,2
2024-09-01,PHC_028,ANTIDIARRHEAL,3.0,2
2024-09-01,PHC_028,DENGUE_TEST_KIT,1.0,2
2024-09-01,PHC_028,TETANUS_TOXOID,2.0,2
2024-09-01,PHC_028,ORAL_ANTIBIOTIC_PEDIATRIC,3.0,2
2024-09-01,PHC_029,ORS_SACHET,2.0,10
2024-09-01,PHC_029,PARACETAMOL_500MG,10.0,10
2024-09-01,PHC_029,AMOXICILLIN_500MG,7.0,10
2024-09-01,PHC_029,ANTIMALARIAL_ACT,2.0,10
2024-09-01,PHC_029,ANTIVENOM_VIAL,0.0,10
2024-09-01,PHC_029,INSULIN_VIAL,1.0,10
2024-09-01,PHC_029,ORAL_REHYDRATION_IV,3.0,10
2024-09-01,PHC_029,MEASLES_VACCINE,1.0,10
